,Variable,Feature_Importance
1,CHELSA_BIO_Annual_Mean_Temperature,1.0
0,CGIAR_PET,0.8945982024912382
19,Pixel_DistanceToNWCentroid,0.8902611903589639
21,Pixel_DistanceToSWCentroid,0.867028567179436
20,Pixel_DistanceToSOCentroid,0.8229272375074748
23,SG_SOC_Content_005cm,0.8120926004644188
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.7525875212468316
5,ConsensusLandCover_Human_Development_Percentage,0.746921676372603
18,Pixel_DistanceToNOCentroid,0.7214117111100389
4,CHELSA_BIO_Precipitation_Seasonality,0.6542503893190437
11,EarthEnvTopoMed_Elevation,0.6471582154785982
24,SG_Sand_Content_005cm,0.6441011752531157
25,SG_Soil_pH_H2O_005cm,0.5969128872158448
2,CHELSA_BIO_Annual_Precipitation,0.5442784425542262
12,EarthEnvTopoMed_Slope,0.5034202574569717
9,EarthEnvTopoMed_AspectCosine,0.49647346554211974
17,MODIS_NPP,0.49267378121921956
16,GlobBiomass_AboveGroundBiomass,0.4698949435674192
8,EarthEnvTexture_Homogeneity_EVI,0.4548049098007171
13,EarthEnvTopoMed_TopoPositionIndex,0.40000866076754366
6,EarthEnvTexture_CoOfVar_EVI,0.3923573564850144
10,EarthEnvTopoMed_AspectSine,0.3803811017065989
7,EarthEnvTexture_Correlation_EVI,0.37653942318078376
15,GHS_Population_Density,0.37465239875958856
30,primersAMV4_5NF_AMDGR,0.3099395229880384
46,sequencing_platformIllumina,0.30249525170111685
27,primersAML1_AML2_then_NS31_AM1,0.29292758351743897
43,sample_typesoil,0.2841996166145474
42,sample_typerhizosphere_soil,0.2793805139071783
45,sequencing_platform454Roche,0.2429872532133571
41,primersWANDA_AML2,0.21119887464492457
22,SG_Depth_to_bedrock,0.19735552259017822
14,EsaCci_BurntAreasProbability,0.18766890511450834
40,primersNS31_AML2,0.09330103621753225
26,primersAML1_AML2_then_AMV4_5NF_AMDGR,0.04470743456776684
37,primersNS1_NS4_then_AMV4_5NF_AMDGR,0.04231506788571869
33,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,0.03586901668952478
34,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,0.019554918201295037
39,primersNS31_AM1,0.014353901093720872
36,primersNS1_NS4_then_AML1_AML2,0.00935606331580537
35,primersNS1_NS41_then_AML1_AML2,0.0056454541315524255
38,primersNS1_NS4_then_NS31_AM1,0.0013619882578105192
31,primersGeoA2_AML2_then_NS31_AMDGR,0.0013384833805611227
44,sample_typetopsoil,0.0010836357641199185
28,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,0.00045888027313362097
32,primersGeoA2_NS4_then_NS31_AML2,0.000191149652011836
29,primersAMV4_5F_AMDGR,0.0
