,Variable,Feature_Importance
0,CGIAR_Aridity_Index,0.8191583998382722
1,CGIAR_PET,0.639480892323749
2,CHELSA_BIO_Annual_Mean_Temperature,1.0
3,CHELSA_BIO_Annual_Precipitation,0.8855150264971827
4,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.8073730373295691
5,CHELSA_BIO_Precipitation_Seasonality,0.8153417713619296
6,CHELSA_BIO_Precipitation_of_Coldest_Quarter,0.8846534593377857
7,EarthEnvTopoMed_AspectCosine,0.8510583101668514
8,EarthEnvTopoMed_AspectSine,0.24508544388699272
9,EarthEnvTopoMed_Elevation,0.8589928039192103
10,EarthEnvTopoMed_Slope,0.34200955140385025
11,EarthEnvTopoMed_TopoPositionIndex,0.2238164086564915
12,EsaCci_BurntAreasProbability,0.0028704228987342416
13,FanEtAl_Depth_to_Water_Table_AnnualMean,0.2806355167539617
14,GlobPermafrost_PermafrostExtent,0.11575493620917554
15,PelletierEtAl_SoilAndSedimentaryDepositThicknesses,0.19503265465452774
16,SG_Depth_to_bedrock,0.11645881856975593
17,SG_SOC_Content_005cm,0.5528587206571085
18,SG_Sand_Content_005cm,0.6362705920210256
19,SG_Soil_pH_H2O_005cm,0.8389543264685215
20,primers,0.6787787709797654
21,sample_type,0.11100343751480632
22,sequencing_platform,0.013402194041738272
23,target_marker,7.151492279362533e-06
