id,Pixel_Lat,Pixel_Long
1,-43.6875,-72.8708343505859
2,57.3208351135254,99.6041641235352
3,33.6291656494141,-107.854164123535
4,36.279167175293,139.429168701172
5,-24.2875003814697,24.7124996185303
6,-25.0541667938232,-53.5541648864746
7,26.154167175293,108.754165649414
8,3.33750009536743,98.779167175293
9,50.2125015258789,53.7625007629395
10,31.4291667938232,64.8708343505859
11,26.4375,-97.2541656494141
12,32.4874992370606,121.195831298828
13,-22.1208324432373,120.9375
14,61.6208343505859,-104.037498474121
15,15.5458335876465,105.670829772949
16,72.404167175293,-123.370834350586
17,-2.4375,16.6291675567627
18,63.4458351135254,74.7541656494141
19,5.5625,32.4375
20,-50.9541664123535,-74.3291702270508
21,62.3291664123535,137.929168701172
22,35.8208351135254,-87.529167175293
23,-2.3125,-52.1958351135254
24,71.2458343505859,134.537506103516
25,-26.8208332061768,120.4375
26,76.470832824707,102.379165649414
27,-35.0625,150.587493896484
28,47.095832824707,106.487503051758
29,67.7458343505859,-123.104164123535
30,6.92916679382324,40.7041664123535
31,34.5208320617676,86.9124984741211
32,40.7458343505859,33.0625
33,69.7708358764649,-69.4625015258789
34,41.4124984741211,61.9458351135254
35,63.0708351135254,-146.162506103516
36,27.6875,53.1208343505859
37,18.5458335876465,-97.5208358764649
38,9.05416679382324,-73.9208297729492
39,4.49583339691162,46.3958320617676
40,-3.57916665077209,37.0041656494141
41,4.12083339691162,97.120834350586
42,46.0541648864746,106.904167175293
43,-27.6041660308838,-59.5458335876465
44,-1.86249995231628,115.345832824707
45,47.3541679382324,24.1458339691162
46,20.2708339691162,1.96249997615814
47,51.654167175293,19.1458339691162
48,65.1791687011719,-75.9124984741211
49,5.89583349227905,16.3125
50,27.5041675567627,67.2458343505859
51,-24.0208339691162,144.912506103516
52,45.3624992370606,-70.720832824707
53,51.8125,114.529167175293
54,62.3041648864746,164.64582824707
55,59.4874992370606,-153.929168701172
56,0.970833361148834,114.5625
57,40.2125015258789,-102.629165649414
58,54.779167175293,158.554168701172
59,67.9958343505859,-133.02082824707
60,54.9208335876465,-111.270835876465
61,-15.8958330154419,-45.1708335876465
62,8.0208330154419,-12.4958333969116
63,33.4874992370606,-109.145835876465
64,43.1708335876465,-92.4458312988281
65,25.2041664123535,92.029167175293
66,53.8791656494141,14.5375003814697
67,21.4791660308838,12.6374998092651
68,1.44583332538605,13.8208332061768
69,53.2708320617676,102.595832824707
70,42.4625015258789,87.7375030517578
71,51.5625,135.495834350586
72,-28.595832824707,150.279159545898
73,13.9708337783813,-90.4458312988281
74,-1.72916662693024,-63.7708320617676
75,40.5374984741211,96.8541641235352
76,79.6875,-85.4208297729492
77,-9.6875,35.0625
78,50.0541648864746,77.5875015258789
79,49.8208351135254,112.629165649414
80,3.07083344459534,-62.1375007629395
81,27.3291664123535,-105.970832824707
82,41.6291656494141,-98.2458343505859
83,57.5875015258789,-107.579170227051
84,48.9124984741211,-72.345832824707
85,63.2041664123535,67.0875015258789
86,61.8375015258789,-133.804168701172
87,-3.16249990463257,133.454162597656
88,5.37083339691162,-72.2041702270508
89,49.5791664123535,90.0458297729492
90,-22.7875003814697,-59.470832824707
91,-32.2958335876465,21.3875007629395
92,20.8708324432373,50.5875015258789
93,3.05416655540466,46.0791664123535
94,68.9458312988281,17.9208335876465
95,16.279167175293,14.8041667938232
96,18.029167175293,12.0958337783813
97,64.6125030517578,154.079162597656
98,70.4124984741211,118.570831298828
99,30.0125007629395,58.0041656494141
100,48.4124984741211,4.20416688919067
