,Variable,Feature_Importance
0,CGIAR_PET,0.9879012255271948
1,CHELSA_BIO_Annual_Mean_Temperature,0.9464114417453967
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.6919304348806667
23,climate_stability_index,0.6616183993059981
19,SG_SOC_Content_005cm,0.6282526559653452
22,area_sampled,0.6018211268783252
4,CHELSA_BIO_Precipitation_Seasonality,0.5735645994959634
21,SG_Soil_pH_H2O_005cm,0.5727799502423588
20,SG_Sand_Content_005cm,0.5346465097328271
2,CHELSA_BIO_Annual_Precipitation,0.5217706013882266
17,MODIS_NPP,0.5103402626110078
11,EarthEnvTopoMed_Elevation,0.5003226426086578
25,plant_diversity,0.49209934222631035
5,ConsensusLandCover_Human_Development_Percentage,0.42677892349061397
12,EarthEnvTopoMed_Slope,0.4263743693729697
16,GlobBiomass_AboveGroundBiomass,0.4128102235026862
9,EarthEnvTopoMed_AspectCosine,0.3659846446808439
24,extraction_dna_mass,0.3481354301898864
6,EarthEnvTexture_CoOfVar_EVI,0.33818439186097826
8,EarthEnvTexture_Homogeneity_EVI,0.31790257538431493
27,primersAML1_AML2_then_NS31_AM1,0.3164594902212893
7,EarthEnvTexture_Correlation_EVI,0.30480828694733497
10,EarthEnvTopoMed_AspectSine,0.30015506774955447
13,EarthEnvTopoMed_TopoPositionIndex,0.2958063052999333
15,GHS_Population_Density,0.24596847928920007
46,sequencing_platformIllumina,0.23532141841175683
45,sequencing_platform454Roche,0.22762749457072556
18,SG_Depth_to_bedrock,0.2256476933435338
14,EsaCci_BurntAreasProbability,0.11893037215821489
41,primersWANDA_AML2,0.11303608949858623
30,primersAMV4_5NF_AMDGR,0.08291132339583009
40,primersNS31_AML2,0.07772969865638264
43,sample_typesoil,0.06213492214608015
42,sample_typerhizosphere_soil,0.05976774718222355
37,primersNS1_NS4_then_AMV4_5NF_AMDGR,0.022732497144872764
26,primersAML1_AML2_then_AMV4_5NF_AMDGR,0.022475598780499588
39,primersNS31_AM1,0.009791107923048473
35,primersNS1_NS41_then_AML1_AML2,0.009594040941267411
33,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,0.007703442081634898
34,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,0.004215349186693191
36,primersNS1_NS4_then_AML1_AML2,0.0021183165053480857
38,primersNS1_NS4_then_NS31_AM1,0.0016019310322955844
32,primersGeoA2_NS4_then_NS31_AML2,0.0
31,primersGeoA2_AML2_then_NS31_AMDGR,0.0
29,primersAMV4_5F_AMDGR,0.0
44,sample_typetopsoil,0.0
28,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,0.0
