,Variable,Feature_Importance
1,CHELSA_BIO_Annual_Mean_Temperature,1.0
0,CGIAR_PET,0.8447520237814086
19,Pixel_DistanceToNWCentroid,0.8386149782059109
21,Pixel_DistanceToSWCentroid,0.8046079083357197
23,SG_SOC_Content_005cm,0.7321047282138268
5,ConsensusLandCover_Human_Development_Percentage,0.6880364605261531
20,Pixel_DistanceToSOCentroid,0.6853288063563642
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.6690807425461532
18,Pixel_DistanceToNOCentroid,0.6061542250199659
24,SG_Sand_Content_005cm,0.5369904861893663
4,CHELSA_BIO_Precipitation_Seasonality,0.5226630290137089
11,EarthEnvTopoMed_Elevation,0.5197039553076558
25,SG_Soil_pH_H2O_005cm,0.5001798321752055
2,CHELSA_BIO_Annual_Precipitation,0.4665149405721385
12,EarthEnvTopoMed_Slope,0.43319360603613843
17,MODIS_NPP,0.3962956067623762
16,GlobBiomass_AboveGroundBiomass,0.38990946179545477
9,EarthEnvTopoMed_AspectCosine,0.37890832563968707
8,EarthEnvTexture_Homogeneity_EVI,0.3608621424674253
7,EarthEnvTexture_Correlation_EVI,0.34293250728356695
13,EarthEnvTopoMed_TopoPositionIndex,0.3162611566023664
10,EarthEnvTopoMed_AspectSine,0.30896476631984016
6,EarthEnvTexture_CoOfVar_EVI,0.29065789063667846
27,primersAML1_AML2_then_NS31_AM1,0.28232285189890743
15,GHS_Population_Density,0.27445189996164066
46,sequencing_platformIllumina,0.26829361680160924
43,sample_typesoil,0.2630040921538949
30,primersAMV4_5NF_AMDGR,0.2520417318685739
45,sequencing_platform454Roche,0.24299864680064895
42,sample_typerhizosphere_soil,0.23375714832820654
41,primersWANDA_AML2,0.16714681234742046
22,SG_Depth_to_bedrock,0.14308595294036303
14,EsaCci_BurntAreasProbability,0.13247357112542732
40,primersNS31_AML2,0.06911300520176258
26,primersAML1_AML2_then_AMV4_5NF_AMDGR,0.030766207103865094
37,primersNS1_NS4_then_AMV4_5NF_AMDGR,0.02500237107225516
33,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,0.02364280995227102
34,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,0.0127566441159324
36,primersNS1_NS4_then_AML1_AML2,0.007719852537772996
39,primersNS31_AM1,0.005510239978153684
35,primersNS1_NS41_then_AML1_AML2,0.002464102011011751
38,primersNS1_NS4_then_NS31_AM1,0.0008952567278116225
32,primersGeoA2_NS4_then_NS31_AML2,0.0
31,primersGeoA2_AML2_then_NS31_AMDGR,0.0
29,primersAMV4_5F_AMDGR,0.0
44,sample_typetopsoil,0.0
28,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,0.0
