,Variable,Feature_Importance
1,CHELSA_BIO_Annual_Mean_Temperature,1.0
19,SG_SOC_Content_005cm,0.946774816165519
0,CGIAR_PET,0.9241092456286528
3,CHELSA_BIO_Max_Temperature_of_Warmest_Month,0.9018035965788516
5,ConsensusLandCover_Human_Development_Percentage,0.7636180147522573
22,amf_sampling_density,0.7336607868126193
4,CHELSA_BIO_Precipitation_Seasonality,0.7301359870627967
2,CHELSA_BIO_Annual_Precipitation,0.7220682195411139
11,EarthEnvTopoMed_Elevation,0.681562674179241
20,SG_Sand_Content_005cm,0.6264425905407254
17,MODIS_NPP,0.6139506048178716
8,EarthEnvTexture_Homogeneity_EVI,0.5883141200327029
21,SG_Soil_pH_H2O_005cm,0.5807008269737512
16,GlobBiomass_AboveGroundBiomass,0.5672398171391027
12,EarthEnvTopoMed_Slope,0.5504508451358283
9,EarthEnvTopoMed_AspectCosine,0.49616314565496766
6,EarthEnvTexture_CoOfVar_EVI,0.43386299246594123
10,EarthEnvTopoMed_AspectSine,0.424153246120213
7,EarthEnvTexture_Correlation_EVI,0.3903831856333473
13,EarthEnvTopoMed_TopoPositionIndex,0.3829189020550684
15,GHS_Population_Density,0.3812044088627268
27,primersAMV4_5NF_AMDGR,0.35054322247178327
38,primersWANDA_AML2,0.3269364639630714
18,SG_Depth_to_bedrock,0.27222298309137827
43,sequencing_platformIllumina,0.2720466220349165
42,sequencing_platform454Roche,0.2667461201712295
39,sample_typerhizosphere_soil,0.2027075586293457
24,primersAML1_AML2_then_NS31_AM1,0.19950416309837268
40,sample_typesoil,0.19552510236872514
14,EsaCci_BurntAreasProbability,0.16502322789380935
37,primersNS31_AML2,0.15715097366007338
34,primersNS1_NS4_then_AMV4_5NF_AMDGR,0.08198696972138189
30,primersGlomerWT0_Glomer1536_then_NS31_AM1A__GlomerWT0_Glomer1536_then_NS31_AM1B,0.07497582207917566
23,primersAML1_AML2_then_AMV4_5NF_AMDGR,0.04643433509038225
36,primersNS31_AM1,0.04430615034041056
31,primersGlomerWT0_Glomer1536_then_NS31_AM1A_and_GlomerWT0_Glomer1536_then_NS31_AM1B,0.029557634341784083
33,primersNS1_NS4_then_AML1_AML2,0.015231064749682522
32,primersNS1_NS41_then_AML1_AML2,0.012897874421534348
35,primersNS1_NS4_then_NS31_AM1,0.012679357931197737
41,sample_typetopsoil,0.0006125421777377102
28,primersGeoA2_AML2_then_NS31_AMDGR,0.0004169910864164711
25,primersAML1_AML2_then_nu_SSU_0595_5__nu_SSU_0948_3_,0.0001027017667578946
29,primersGeoA2_NS4_then_NS31_AML2,6.309571271295237e-05
26,primersAMV4_5F_AMDGR,0.0
